1,0.539240,-1.348691,-0.030658,-1.616904,0.819726,-1.807250,-1.462155,0.580333,-1.102281,1.800887
2,-1.362204,-0.877403,-0.855729,1.287683,-0.925518,0.604079,0.687740,-1.323375,0.930714,-1.059850
3,-0.587542,0.630721,-0.580706,0.908824,-0.700325,0.741869,1.225214,-1.323375,0.811126,-1.231494
4,0.398392,-2.479784,-0.305682,-1.743191,1.044918,-1.462774,-1.342716,0.223388,-1.401251,2.086960
5,0.046273,-1.348691,-2.505872,-0.985472,1.607900,-0.980509,-1.342716,0.401861,-1.162075,1.285954
6,-0.587542,0.724979,-0.855729,1.413969,-0.475132,1.086345,1.046056,-0.490503,0.751332,-1.288709
7,-1.010085,-0.500372,-1.314102,1.477112,-1.375903,0.535184,1.404372,-1.144902,1.648241,-0.716562
8,0.750511,-0.217599,2.169532,-0.985472,0.313042,0.259603,0.030828,1.056260,-0.384753,0.656592
9,1.454750,-0.594630,-0.214007,-0.985472,1.157515,-0.980509,-1.342716,1.591678,-1.102281,0.999880
10,0.609663,-1.065918,0.061016,-1.301188,1.270111,-1.324984,-1.223277,1.770151,-1.162075,0.999880
11,-0.446694,0.253690,-0.305682,0.782537,-0.981816,0.672974,0.807179,-0.906939,0.870920,-1.117065
12,0.750511,1.667556,2.077857,0.340535,0.200446,0.604079,0.030828,1.115751,0.213186,-0.544917
13,0.750511,-0.217599,-0.214007,-1.301188,1.382708,-1.876145,-1.103839,1.234733,-0.922899,1.400384
14,-0.164999,1.950329,-0.672380,0.656251,-0.531430,1.017450,0.568302,-0.252539,0.631744,-0.716562
15,0.539240,-0.971661,-0.580706,-1.238045,1.833093,-1.600565,-1.342716,0.580333,-1.221869,1.285954
16,-1.362204,-1.348691,-0.764055,1.413969,-1.094412,0.052918,0.926617,-1.263884,1.409065,-0.888206
17,-1.150933,-0.217599,0.061016,0.845680,-1.150710,0.121813,1.523811,-1.501848,1.528653,-1.117065
18,1.173054,1.196267,1.436135,0.340535,0.819726,0.672974,0.030828,0.699315,0.272980,0.542163
19,0.609663,-1.254434,-0.030658,-0.796043,1.157515,-1.187194,-1.223277,0.223388,-1.162075,1.629243
20,-0.587542,-0.406114,-0.397357,1.350826,-1.094412,0.328499,0.508582,-0.906939,1.169889,-0.773776
21,-1.221357,-0.594630,-1.222428,1.161396,-1.207009,0.190708,0.926617,-1.085412,1.588447,-1.059850
22,0.116696,-1.348691,-0.489031,-1.743191,1.044918,-0.704928,-1.402435,0.639824,-0.863105,1.800887
23,1.595597,-0.217599,1.619484,-0.669756,0.313042,-0.498243,-1.044120,0.996769,-1.221869,0.542163
24,-1.150933,-0.217599,-2.230848,0.782537,-1.207009,0.672974,1.046056,-1.323375,1.409065,-1.345924
25,-0.024151,1.196267,-0.305682,0.466821,-0.249940,0.948555,0.747460,-0.431012,0.392568,-0.373273
26,0.539240,-1.537207,0.244365,-1.553761,1.270111,-1.187194,-0.864962,0.877788,-1.221869,1.285954
27,0.187120,-1.631465,-0.305682,-0.985472,1.607900,-0.911613,-0.924681,0.223388,-1.221869,1.572028
28,-1.221357,-0.217599,-0.214007,0.656251,-1.038114,1.224135,1.344653,-1.144902,0.811126,-1.403138
29,0.257544,-2.008496,-0.580706,-0.922329,1.776795,-1.118299,-1.044120,0.639824,-1.341457,1.514813
30,0.116696,-1.065918,-0.030658,-0.922329,0.763428,-1.393879,-1.402435,0.223388,-1.281663,2.086960
31,0.539240,-1.537207,0.427715,-0.922329,1.044918,-1.049404,-1.521874,1.413206,-0.922899,0.370518
32,-0.869237,0.536463,-0.305682,-0.669756,-1.038114,0.397394,0.807179,-0.966430,1.349271,-0.830991
33,0.750511,-0.029083,2.169532,-0.038324,0.481937,0.672974,-0.566365,0.758806,-0.444547,0.198874
34,0.961783,1.761814,0.886087,0.529964,0.200446,0.328499,-0.506646,0.282879,0.033804,0.484948
35,-0.869237,-2.102753,-0.489031,1.098253,-1.038114,-0.773823,1.284933,-1.144902,0.811126,-1.288709
36,0.327968,1.290525,0.886087,-0.732900,0.256744,0.741869,0.508582,0.699315,0.452362,0.427733
37,0.116696,0.630721,2.077857,-0.038324,-0.249940,0.121813,-0.028891,0.342370,-0.265166,0.713807
38,1.666021,-0.877403,1.069437,-0.606613,0.594533,-1.393879,-0.984400,0.996769,-0.922899,0.713807
39,1.173054,0.724979,1.161111,0.214248,0.200446,-0.222662,-0.028891,0.639824,-0.085784,0.427733
40,-1.291781,0.065175,-0.672380,0.593108,-0.812921,0.810764,0.687740,-1.323375,0.751332,-1.231494
41,1.736445,-0.594630,1.069437,-0.417184,0.650831,-1.256089,-1.402435,0.877788,-1.341457,0.427733
42,-1.080509,-0.783145,-1.039079,0.403678,-1.038114,1.017450,1.344653,-0.728466,0.452362,-0.716562
43,-1.221357,-0.217599,-1.222428,1.603399,-0.756623,0.741869,1.344653,-0.906939,1.050302,-1.117065
44,-1.150933,1.950329,0.336040,0.782537,-0.644027,1.775296,0.986337,-0.431012,0.930714,-0.716562
45,-1.010085,-0.029083,-0.397357,0.908824,-0.812921,1.499716,0.926617,-0.787957,0.870920,-0.716562
46,-0.869237,0.724979,-0.030658,0.719394,-1.094412,0.810764,1.464091,-1.501848,1.289477,-1.288709
47,-1.362204,-0.217599,-1.039079,1.477112,-1.544798,-0.222662,0.628021,-1.561339,0.691538,-1.174280
48,0.680087,-0.217599,-0.122333,-1.238045,1.382708,-1.531669,-1.282997,1.234733,-1.341457,1.514813
49,0.609663,0.819237,1.711159,0.593108,0.707129,0.535184,0.747460,-0.252539,0.811126,0.084445
50,-0.024151,1.196267,-0.305682,1.350826,-1.432201,1.499716,1.284933,-0.490503,0.392568,-0.602132
51,1.736445,-0.217599,0.611064,-0.859186,0.932322,-0.911613,-1.103839,1.353715,-0.743517,0.885451
52,1.313902,-0.217599,1.619484,-0.164611,0.481937,-0.153767,-0.745523,0.758806,-0.564135,0.542163
53,-1.150933,0.253690,-0.672380,1.098253,-1.375903,1.017450,1.225214,-0.431012,1.169889,-0.487703
54,-0.869237,1.667556,0.152691,0.529964,-0.362536,1.361925,0.807179,-0.490503,1.050302,-0.316058
55,0.820935,-1.065918,1.527809,-0.796043,0.876024,-0.360453,-0.745523,1.234733,-1.221869,0.599377
56,-0.869237,0.724979,-0.672380,0.529964,-0.981816,0.052918,1.523811,-1.085412,0.930714,-1.231494
57,1.173054,-0.594630,0.152691,-1.364332,1.101217,-0.842718,-1.163558,1.770151,-1.162075,0.713807
58,0.750511,-0.783145,-0.397357,-1.301188,1.326409,-1.669460,-0.924681,0.877788,-1.281663,0.999880
59,0.609663,0.630721,1.986182,-0.164611,0.256744,0.121813,-0.088611,0.461352,-0.564135,0.427733
60,-1.010085,0.819237,-0.122333,0.593108,-1.094412,1.017450,0.807179,-0.609484,1.229683,-0.888206
61,1.736445,0.630721,1.344460,-0.669756,0.650831,-1.049404,-0.685804,0.996769,-1.221869,0.599377
62,-1.432628,-0.406114,-1.222428,0.656251,-1.544798,0.741869,1.046056,-0.966430,1.708035,-1.345924
63,0.398392,0.913494,1.527809,-0.038324,-0.024747,0.741869,0.209986,0.520842,0.631744,0.484948
64,0.609663,-0.406114,0.061016,-0.732900,1.270111,-1.256089,-1.282997,1.413206,-1.221869,0.828236
65,-1.573476,-0.029083,-0.947404,1.287683,-0.981816,0.466289,1.404372,-1.323375,0.990508,-1.403138
66,1.454750,-0.029083,1.069437,-0.038324,0.481937,-0.015977,-0.566365,0.461352,-0.863105,0.484948
67,-1.080509,0.159432,-0.764055,0.656251,-0.700325,0.672974,1.404372,-1.263884,0.930714,-0.830991
68,-0.094575,1.667556,0.336040,0.593108,0.031551,1.293030,0.508582,0.104406,-0.324959,-0.029985
69,-1.010085,-1.254434,-2.689221,1.161396,-1.150710,0.604079,0.628021,-1.025921,0.930714,-1.059850
70,0.116696,-0.971661,-0.122333,-1.427475,1.270111,-1.049404,-0.745523,0.163897,-1.221869,0.885451
71,1.454750,-0.217599,2.352881,-0.417184,0.538235,-0.842718,-0.327488,0.996769,-0.863105,-0.201629
72,1.313902,-0.217599,0.061016,-1.301188,1.326409,-0.704928,-1.462155,1.294224,-1.341457,1.285954
73,-1.573476,-0.311856,-1.680801,0.214248,-1.094412,0.466289,0.747460,-1.204393,0.870920,-1.174280
74,-0.939661,-0.406114,-0.855729,1.098253,-1.319605,0.397394,1.404372,-1.382866,1.050302,-1.403138
